epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685388481374,2023-05-29T22:28:01.374,0.000,-0.104,-0.785,0.579
1685388481394,2023-05-29T22:28:01.394,0.020,-0.098,-0.803,0.578
1685388481414,2023-05-29T22:28:01.414,0.040,-0.083,-0.800,0.554
1685388481434,2023-05-29T22:28:01.434,0.060,-0.083,-0.802,0.531
1685388481454,2023-05-29T22:28:01.454,0.080,-0.090,-0.806,0.517
1685388481474,2023-05-29T22:28:01.474,0.100,-0.090,-0.792,0.513
1685388481494,2023-05-29T22:28:01.494,0.120,-0.096,-0.786,0.502
1685388481514,2023-05-29T22:28:01.514,0.140,-0.088,-0.789,0.502
1685388481534,2023-05-29T22:28:01.534,0.160,-0.096,-0.779,0.502
1685388481554,2023-05-29T22:28:01.554,0.180,-0.124,-0.767,0.506
1685388481574,2023-05-29T22:28:01.574,0.200,-0.122,-0.764,0.522
1685388481594,2023-05-29T22:28:01.594,0.220,-0.131,-0.759,0.530
1685388481614,2023-05-29T22:28:01.614,0.240,-0.139,-0.753,0.523
1685388481634,2023-05-29T22:28:01.634,0.260,-0.149,-0.755,0.524
1685388481654,2023-05-29T22:28:01.654,0.280,-0.157,-0.751,0.533
1685388481674,2023-05-29T22:28:01.674,0.300,-0.177,-0.736,0.534
1685388481694,2023-05-29T22:28:01.694,0.320,-0.185,-0.726,0.543
1685388481714,2023-05-29T22:28:01.714,0.340,-0.186,-0.729,0.550
1685388481734,2023-05-29T22:28:01.734,0.360,-0.171,-0.733,0.548
1685388481754,2023-05-29T22:28:01.754,0.380,-0.187,-0.720,0.556
1685388481774,2023-05-29T22:28:01.774,0.400,-0.208,-0.708,0.561
1685388481794,2023-05-29T22:28:01.794,0.420,-0.247,-0.691,0.555
1685388481814,2023-05-29T22:28:01.814,0.440,-0.248,-0.689,0.556
1685388481834,2023-05-29T22:28:01.834,0.460,-0.251,-0.673,0.569
1685388481854,2023-05-29T22:28:01.854,0.480,-0.269,-0.655,0.583
1685388481874,2023-05-29T22:28:01.874,0.500,-0.288,-0.654,0.590
1685388481894,2023-05-29T22:28:01.894,0.520,-0.325,-0.667,0.607
1685388481914,2023-05-29T22:28:01.914,0.540,-0.347,-0.662,0.629
1685388481934,2023-05-29T22:28:01.934,0.560,-0.332,-0.652,0.662
1685388481954,2023-05-29T22:28:01.954,0.580,-0.330,-0.644,0.687
1685388481974,2023-05-29T22:28:01.974,0.600,-0.313,-0.625,0.702
1685388481994,2023-05-29T22:28:01.994,0.620,-0.314,-0.632,0.708
1685388482014,2023-05-29T22:28:02.014,0.640,-0.302,-0.661,0.729
1685388482034,2023-05-29T22:28:02.034,0.660,-0.354,-0.673,0.751
1685388482054,2023-05-29T22:28:02.054,0.680,-0.388,-0.664,0.761
1685388482074,2023-05-29T22:28:02.074,0.700,-0.373,-0.653,0.760
1685388482094,2023-05-29T22:28:02.094,0.720,-0.378,-0.652,0.756
1685388482114,2023-05-29T22:28:02.114,0.740,-0.396,-0.664,0.750
1685388482134,2023-05-29T22:28:02.134,0.760,-0.399,-0.677,0.750
1685388482154,2023-05-29T22:28:02.154,0.780,-0.386,-0.692,0.758
1685388482174,2023-05-29T22:28:02.174,0.800,-0.368,-0.708,0.776
1685388482194,2023-05-29T22:28:02.194,0.820,-0.338,-0.695,0.787
1685388482214,2023-05-29T22:28:02.214,0.840,-0.336,-0.696,0.792
1685388482234,2023-05-29T22:28:02.234,0.860,-0.324,-0.714,0.789
1685388482254,2023-05-29T22:28:02.254,0.880,-0.290,-0.739,0.786
1685388482274,2023-05-29T22:28:02.274,0.900,-0.264,-0.763,0.793
1685388482294,2023-05-29T22:28:02.294,0.920,-0.255,-0.778,0.787
1685388482314,2023-05-29T22:28:02.314,0.940,-0.233,-0.797,0.786
1685388482334,2023-05-29T22:28:02.334,0.960,-0.201,-0.823,0.784
1685388482354,2023-05-29T22:28:02.354,0.980,-0.169,-0.837,0.774
1685388482374,2023-05-29T22:28:02.374,1.000,-0.138,-0.836,0.753
1685388482394,2023-05-29T22:28:02.394,1.020,-0.110,-0.821,0.720
1685388482414,2023-05-29T22:28:02.414,1.040,-0.087,-0.811,0.691
1685388482434,2023-05-29T22:28:02.434,1.060,-0.096,-0.805,0.658
1685388482454,2023-05-29T22:28:02.454,1.080,-0.110,-0.795,0.618
1685388482474,2023-05-29T22:28:02.474,1.100,-0.117,-0.795,0.583
1685388482494,2023-05-29T22:28:02.494,1.120,-0.128,-0.798,0.554
1685388482514,2023-05-29T22:28:02.514,1.140,-0.131,-0.790,0.544
1685388482534,2023-05-29T22:28:02.534,1.160,-0.135,-0.779,0.530
1685388482554,2023-05-29T22:28:02.554,1.180,-0.147,-0.768,0.526
1685388482574,2023-05-29T22:28:02.574,1.200,-0.161,-0.752,0.513
1685388482594,2023-05-29T22:28:02.594,1.220,-0.153,-0.737,0.503
1685388482614,2023-05-29T22:28:02.614,1.240,-0.179,-0.719,0.490
1685388482634,2023-05-29T22:28:02.634,1.260,-0.202,-0.704,0.465
1685388482654,2023-05-29T22:28:02.654,1.280,-0.245,-0.693,0.444
1685388482674,2023-05-29T22:28:02.674,1.300,-0.290,-0.681,0.437
1685388482694,2023-05-29T22:28:02.694,1.320,-0.308,-0.675,0.426
1685388482714,2023-05-29T22:28:02.714,1.340,-0.343,-0.668,0.412
1685388482734,2023-05-29T22:28:02.734,1.360,-0.361,-0.655,0.407
1685388482754,2023-05-29T22:28:02.754,1.380,-0.323,-0.640,0.405
1685388482774,2023-05-29T22:28:02.774,1.400,-0.332,-0.619,0.410
1685388482794,2023-05-29T22:28:02.794,1.420,-0.444,-0.633,0.405
1685388482814,2023-05-29T22:28:02.814,1.440,-0.495,-0.652,0.409
1685388482834,2023-05-29T22:28:02.834,1.460,-0.522,-0.660,0.426
1685388482854,2023-05-29T22:28:02.854,1.480,-0.594,-0.682,0.445
1685388482874,2023-05-29T22:28:02.874,1.500,-0.610,-0.719,0.497
1685388482894,2023-05-29T22:28:02.894,1.520,-0.638,-0.761,0.556
1685388482914,2023-05-29T22:28:02.914,1.540,-0.641,-0.794,0.598
1685388482934,2023-05-29T22:28:02.934,1.560,-0.644,-0.802,0.599
1685388482954,2023-05-29T22:28:02.954,1.580,-0.584,-0.850,0.583
1685388482974,2023-05-29T22:28:02.974,1.600,-0.522,-0.856,0.569
1685388482994,2023-05-29T22:28:02.994,1.620,-0.486,-0.831,0.572
1685388483014,2023-05-29T22:28:03.014,1.640,-0.447,-0.817,0.551
1685388483034,2023-05-29T22:28:03.034,1.660,-0.418,-0.808,0.502
1685388483054,2023-05-29T22:28:03.054,1.680,-0.425,-0.782,0.466
1685388483074,2023-05-29T22:28:03.074,1.700,-0.381,-0.764,0.446
1685388483094,2023-05-29T22:28:03.094,1.720,-0.372,-0.751,0.417
1685388483114,2023-05-29T22:28:03.114,1.740,-0.398,-0.735,0.390
1685388483134,2023-05-29T22:28:03.134,1.760,-0.413,-0.718,0.352
1685388483154,2023-05-29T22:28:03.154,1.780,-0.387,-0.716,0.316
1685388483174,2023-05-29T22:28:03.174,1.800,-0.375,-0.713,0.292
1685388483194,2023-05-29T22:28:03.194,1.820,-0.346,-0.713,0.285
1685388483214,2023-05-29T22:28:03.214,1.840,-0.296,-0.713,0.297
1685388483234,2023-05-29T22:28:03.234,1.860,-0.248,-0.710,0.294
1685388483254,2023-05-29T22:28:03.254,1.880,-0.239,-0.721,0.273
1685388483274,2023-05-29T22:28:03.274,1.900,-0.194,-0.749,0.257
1685388483294,2023-05-29T22:28:03.294,1.920,-0.152,-0.762,0.276
1685388483314,2023-05-29T22:28:03.314,1.940,-0.140,-0.765,0.299
1685388483334,2023-05-29T22:28:03.334,1.960,-0.122,-0.767,0.333
1685388483354,2023-05-29T22:28:03.354,1.980,-0.176,-0.777,0.362
1685388483374,2023-05-29T22:28:03.374,2.000,-0.213,-0.784,0.390
1685388483394,2023-05-29T22:28:03.394,2.020,-0.250,-0.792,0.421
1685388483414,2023-05-29T22:28:03.414,2.040,-0.273,-0.815,0.455
1685388483434,2023-05-29T22:28:03.434,2.060,-0.280,-0.821,0.474
1685388483454,2023-05-29T22:28:03.454,2.080,-0.272,-0.812,0.492
1685388483474,2023-05-29T22:28:03.474,2.100,-0.294,-0.804,0.517
1685388483494,2023-05-29T22:28:03.494,2.120,-0.309,-0.806,0.542
1685388483514,2023-05-29T22:28:03.514,2.140,-0.347,-0.807,0.564
1685388483534,2023-05-29T22:28:03.534,2.160,-0.361,-0.814,0.588
1685388483554,2023-05-29T22:28:03.554,2.180,-0.377,-0.824,0.621
1685388483574,2023-05-29T22:28:03.574,2.200,-0.395,-0.824,0.631
1685388483594,2023-05-29T22:28:03.594,2.220,-0.406,-0.825,0.642
1685388483614,2023-05-29T22:28:03.614,2.240,-0.405,-0.814,0.683
1685388483634,2023-05-29T22:28:03.634,2.260,-0.381,-0.817,0.723
1685388483654,2023-05-29T22:28:03.654,2.280,-0.344,-0.829,0.730
1685388483674,2023-05-29T22:28:03.674,2.300,-0.283,-0.828,0.749
1685388483694,2023-05-29T22:28:03.694,2.320,-0.215,-0.822,0.755
1685388483714,2023-05-29T22:28:03.714,2.340,-0.161,-0.824,0.735
1685388483734,2023-05-29T22:28:03.734,2.360,-0.127,-0.818,0.697
1685388483754,2023-05-29T22:28:03.754,2.380,-0.092,-0.805,0.659
1685388483774,2023-05-29T22:28:03.774,2.400,-0.087,-0.789,0.616
1685388483794,2023-05-29T22:28:03.794,2.420,-0.074,-0.788,0.576
1685388483814,2023-05-29T22:28:03.814,2.440,-0.080,-0.784,0.548
1685388483834,2023-05-29T22:28:03.834,2.460,-0.074,-0.774,0.538
1685388483854,2023-05-29T22:28:03.854,2.480,-0.084,-0.764,0.540
1685388483874,2023-05-29T22:28:03.874,2.500,-0.127,-0.756,0.530
1685388483894,2023-05-29T22:28:03.894,2.520,-0.154,-0.750,0.530
1685388483914,2023-05-29T22:28:03.914,2.540,-0.189,-0.754,0.538
1685388483934,2023-05-29T22:28:03.934,2.560,-0.221,-0.758,0.558
1685388483954,2023-05-29T22:28:03.954,2.580,-0.215,-0.755,0.580
1685388483974,2023-05-29T22:28:03.974,2.600,-0.221,-0.773,0.615
1685388483994,2023-05-29T22:28:03.994,2.620,-0.209,-0.784,0.636
1685388484014,2023-05-29T22:28:04.014,2.640,-0.188,-0.762,0.625
1685388484034,2023-05-29T22:28:04.034,2.660,-0.202,-0.753,0.619
